risk_id,project_id,reporting_date,title,owner_id,probability,impact,status,opened_date,due_date,mitigation,mitigation_status,exposure,age_days,overdue,critical,escalation_status,owner
P18-RK2,P18,2026-09-14,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,91,0,0,None,Demo Coordinator 09
P18-RK3,P18,2026-09-14,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 09
P01-RK1,P01,2026-09-21,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 01
P01-RK2,P01,2026-09-21,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 01
P01-RK3,P01,2026-09-21,Handover knowledge gap,PM01,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 01
P02-RK1,P02,2026-09-21,Supplier / control readiness,PM02,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 02
P02-RK2,P02,2026-09-21,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 02
P02-RK3,P02,2026-09-21,Handover knowledge gap,PM02,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 02
P03-RK1,P03,2026-09-21,Supplier / control readiness,PM03,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started,20,98,1,1,PMO,Demo Coordinator 03
P03-RK2,P03,2026-09-21,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 03
P03-RK3,P03,2026-09-21,Handover knowledge gap,PM03,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 03
P04-RK1,P04,2026-09-21,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 04
P04-RK2,P04,2026-09-21,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 04
P04-RK3,P04,2026-09-21,Handover knowledge gap,PM04,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 04
P05-RK1,P05,2026-09-21,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 05
P05-RK2,P05,2026-09-21,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 05
P05-RK3,P05,2026-09-21,Handover knowledge gap,PM05,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 05
P06-RK1,P06,2026-09-21,Supplier / control readiness,PM06,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started,20,98,1,1,PMO,Demo Coordinator 06
P06-RK2,P06,2026-09-21,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 06
P06-RK3,P06,2026-09-21,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 06
P07-RK1,P07,2026-09-21,Supplier / control readiness,PM07,2,3,Closed,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,6,0,0,0,None,Demo Coordinator 07
P07-RK2,P07,2026-09-21,Review capacity uncertainty,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 07
P07-RK3,P07,2026-09-21,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 07
P08-RK1,P08,2026-09-21,Supplier / control readiness,PM08,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started,20,98,1,1,PMO,Demo Coordinator 08
P08-RK2,P08,2026-09-21,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 08
P08-RK3,P08,2026-09-21,Handover knowledge gap,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 08
P09-RK1,P09,2026-09-21,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 09
P09-RK2,P09,2026-09-21,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 09
P09-RK3,P09,2026-09-21,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 09
P10-RK1,P10,2026-09-21,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 01
P10-RK2,P10,2026-09-21,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 01
P10-RK3,P10,2026-09-21,Handover knowledge gap,PM01,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 01
P11-RK1,P11,2026-09-21,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress,15,98,1,0,PM,Demo Coordinator 02
P11-RK2,P11,2026-09-21,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 02
P11-RK3,P11,2026-09-21,Handover knowledge gap,PM02,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 02
P12-RK1,P12,2026-09-21,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 03
P12-RK2,P12,2026-09-21,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 03
P12-RK3,P12,2026-09-21,Handover knowledge gap,PM03,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 03
P13-RK1,P13,2026-09-21,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 04
P13-RK2,P13,2026-09-21,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 04
P13-RK3,P13,2026-09-21,Handover knowledge gap,PM04,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 04
P14-RK1,P14,2026-09-21,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 05
P14-RK2,P14,2026-09-21,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 05
P14-RK3,P14,2026-09-21,Handover knowledge gap,PM05,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 05
P15-RK1,P15,2026-09-21,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 06
P15-RK2,P15,2026-09-21,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 06
P15-RK3,P15,2026-09-21,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 06
P16-RK1,P16,2026-09-21,Supplier / control readiness,PM07,2,2,Closed,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,0,0,0,None,Demo Coordinator 07
P16-RK2,P16,2026-09-21,Review capacity uncertainty,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 07
P16-RK3,P16,2026-09-21,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 07
P17-RK1,P17,2026-09-21,Supplier / control readiness,PM08,2,2,Closed,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,0,0,0,None,Demo Coordinator 08
P17-RK2,P17,2026-09-21,Review capacity uncertainty,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 08
P17-RK3,P17,2026-09-21,Handover knowledge gap,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 08
P18-RK1,P18,2026-09-21,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress,4,98,0,0,None,Demo Coordinator 09
P18-RK2,P18,2026-09-21,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,98,0,0,None,Demo Coordinator 09
P18-RK3,P18,2026-09-21,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress,4,0,0,0,None,Demo Coordinator 09
